text,label
Only posting selfie’s?? On YOUR own Instagram account?? Crazy right,0
Imagine going to university for 4 years when you could just follow Elon Musk on twitter for free,0
"Going to M&amp;S food will be the highlight of my day later, can’t wait👌🏻😅",0
Update: holding hands with your mom and walking around campus also shows you're prepared for the independence college offers,0
"You know the one thing I really wish I could see? I want  a Piers Morgan esque interview with #LilleeJean where she's forced to explain her shitty behaviour and see if she storms off or comes up with some BS to make her look cute and innocent.

It'd be a fun watch.",0
Kepa had a great game,0
Wishing all the birthday sex on @laurabora620 today 🎂 https://t.co/JtP0FCvo9R,0
"@AsdaServiceTeam imagine your delivery being 2 hours late, and imagine calling up your service team only for them to hang up at 10pm, coincidentally the same time the office closes. But it’s okay, my £3 delivery fee is being refunded though 👊🏻",0
dont u just love when u get ready for a cancelled date two hours early . . . yeah i wasnt excited or anything,0
"ever just peep fox to see what crazy tuck is saying? tonight, i am learning that fauci actually funded the creation of covid in a lab and is solely responsible for the pandemic",0
Sometimes I wonder if Priti Patel and Boris Johnson think that the Prime Minister is the one with the best K/D ratio. It would make sense with the whole 'let the bodies pile high' thing.,0
it's too bad i forgot how to play my clarinet so close to my recital,0
"So my Twitter feed has to show me what tweets people I follow like. ...😐 If I unfollowed you, just know I'm tired of seeing porn",0
"So our landlord just brought in new sofas which is lovely but in the process broke a table, someone’s cup and spilt tea on the carpet and left saying “you should probably clean that up” thanks Darren 🖕🏼",0
wouldn’t it be cool if i could spontaneously combust,0
@DetroitPistons @PistonsGT Cade Cunningham is my favorite basketball player please 2K 🙏🙏🙏,0
i’m now reading 4 books at once what could go wrong 🧡,0
I just love when Twitter decides to reload the timeline seconds after you just opened it up and are in the middle of reading it.,0
".@taylorswift13 is 100% going to post another photo with 5 holes in a fence 5 days before Lover is released, isn’t she?",0
people who say that they’re allergic to pineapple are pathological liars!!!!!!!,0
is this an earthquake because i am shook right now,0
Will pessi sign for man city,0
sure you have a paying job but are you a Silver Chick Fil A Rewards member? 😤🙄🧐,0
"I might be rubbish at driving, and have a less than stellar career, but I’m really good at making Spanish omelette. So, you know, there’s that.",0
How DARE my friends have jobs/boyfriends/lives they should consider my feelings and be free when I am,0
"At least half of my days are still bad days and let me tell you, i've never once killed 8 people because of it. A true miracle apparently",0
Got very excited that my national trust card arrived I am officially a grandma https://t.co/mtkWJCxwom,0
Is this first Cybex isokinetic dynamometer? @DrAndrewBateman #PRS2021,0
Schadenfreude x,0
I miss walking up 3 flights of stairs for class and having to catch my breath in the bathroom 😩,0
@32watto Neighbours,0
@igreen95 thx for the play by play,0
How does one find motivation to do basically anything? Asking for a friend.,0
@AvatarOdin @aubviouslynot sounds like the american dream ngl,0
@TheBabylonBee And the hot air and BS she generates makes for a perfect backup energy source!,0
Shaving in the shower without your glasses/contacts is EXACTLY like performing blind surgery 👀🔪,0
People who think cancel culture goes too far never learned about excommunication,0
When I grow up I wanna be a sociopath,0
im ollie im 5'8 and i think my 5'7 boyfriend is short,0
"I'd like to thank middle aged men watching the Olympics for solving the mental health crisis. Getting someone to shout ""get some perspective"" at every athlete struggling with anxiety will definitely solve their problem.",0
Shout out James Boswell  #unibowl,0
love how badly i embarrass myself on nights out how iconic X,0
every date I go on I get a little scared will be phone swap,0
breaking my strict buying hiatus to get lisa’s album? it’s much more likely than you’d think,0
@trpalomo Those boots must be tasty for how much they're choking on 'em 💀,0
"Sometimes I feel like all this effort is just like sticking diamond encrusted alloys on a knackered Corsa. I mean, shit is what it is at the end of the day.",0
"@FeeyaCruz Ahahahaha the Feeya I know and love, miss u 😢",0
"#bbcqt It sure would be nice if Ms May decided to answer a question, rather than dance readily around it.",0
"So, very delayed flight from Bristol to Edinburgh @easyJet, trademark vagueness from staff, with a chronic lack of empathy to boot (despite me travelling with three young children)... now, time to feed our family with £3 vouchers (at airport prices!) #bollocks",0
It’s funny that you guys thought sports mattered during a pandemic. I simply can not imagine caring about a winning streak rn.,0
I got called ugly on Twitter by an uneducated teen who refuses to show his face:( I’m gonna cry myself to sleep😭 I’m in gut wrenching pain!,0
safe to say my life is a lot better https://t.co/pE5isUMOpk https://t.co/K2hep49TcF,0
My dream is to be left alone.,0
Don't let people walk all over you. Or breathe on you. Either one.,0
just stuck my entire hand in a hot oven without thinking about the consequences. self preservation is clearly my strong suit,0
Whoop diddy scoop poop,0
Just tested my egg drop at my apartment complex and it fell on a man’s head :) but no worries he was bald so the yolk just wiped right off,0
I would do so much for people that would do absolutely nothing for me lol at least i know who my true friends are😀,0
Loving season 4 of trump does America. Funniest season yet #DonaldTrump #Trump #MAGA #MAGA2020,0
we love when the power goes out at 6:30 in the morning on a wednesday https://t.co/BBIQ7ZYS3x,0
@PlayStationUK Nice,0
"Let me guess, it has to be Charlotte Tilbury makeup. And if by chance you do take it off, use Charlotte Tilbury skincare https://t.co/0c2IfIpy8l",0
Rubbing my tears into my face is part of my skincare routine lol,0
They really took friends off Netflix 😭😩🤦🏼‍♀️ what am I suppose to watch now??!??!!,0
Boehner not clapping for gender pay equality. COOL.,0
"Top 3 ranked video games of all time:

1. Minecraft
2. Roblox Paintball
3. Every single Just Dance",0
"You’re all sickos for being mean to Trump so much for the tolerant left 🙄

anyways George Floyd had it coming",0
just your casual reminder that #AllBirthdaysMatter and I can’t stress this enough✨fuck trump✨,0
"Dear @krispykremeUK,

I see your enticing #Thanksgiving offer that ends on 2 Dec.

I wanted to ask if you're aware that #Chanukah starts on 10 Dec, continues for 8 days &amp; that traditional Chanukah fare is actually #DOUGHNUTS ?? 🍩🍩

#justsaying #AskingForAFriend  #opportunity",0
we love mixed signals🙄,0
@tedcruz @Dream worst timeline,0
Just almost got hit on the highway by a @CityofSanDiego truck 🤪 tysm for making me feel safe guys!!!,0
@avsmph But how can we possibly deal with a human experience we haven't first relentlessly quantified???,0
"Lucky for @JoelEmbiid , only MVPs get tossed for those kinds of fouls #76ers #ATLvsPHI #hawks #NBAPlayoffs",0
"It’s spring, so that means it’s time for couples to leave the bar across the street and come fight under my window at 2 am again ❤️",0
gotta love living in a country where it’s easier to get an AR-15 than it is to get coronavirus testing 😍😝,0
"Drop in Center to let people get the 1st or 2nd Vaccine open today . I went thinking I was able to get my 2nd one .
Wait in the que 30 mins .sits down arm ready to get ! 
Sorry your 12hrs to early !!! 
We cannot vacinate you till 56 days !!! @NicolaSturgeon #Seriously",0
Worked out 2 days in a row. I am quite literally the epitome of health and fitness,0
"AT&amp;T is truly amazing
They think my lg g7 is 3g only to the point where they sent us Walmart Altec phones and said they'd shut off service.
We called them, they told us to not worry and if the phones are fine they wouldn't be shut off
Guess what got shut off this morning? LOL",0
im about to just walk into a place and start working then and there and they'll have no choice but to hire me on the spot,0
flew into a rage this morning bc i couldnt find my karaoke mic so yeah i would say things are going well for me,0
"Maybe if we didn’t comment on things that don’t concern us, the world would be a happier place?? But what do I know🤷🏻‍♀️",0
Great start to the day Neros was shut and now I'm going akip on the bus 😴😵,0
Has any couple ever put furniture together and stayed together afterwards??? Asking for myself,0
remember when everyone’s feeds were just retweeted giveaways looool those were the days,0
so the royal family is sound with pedophiles but as soon as a mixed race baby comes into it they’re scared ? makes sense 🥴,0
Every time I see an establishment with paper straws I turn a little bit Republican,0
wow i love only ever buying gray and striped shirts,0
@brruhia Nah bruh you just drinking it upside down 😂,0
i stg i probably talk to my tv more than i do to actual people whoops rip social life,0
Yay for being locked out of your own  house because you forgot your key,0
first game not starting when it's supposed to? a UCF tradition,0
also if u met dream on hypixel.. congrats ! im not jealous at all haha im totally normal haha Good For You .. haha,0
Old people don’t deserve rights,0
Can’t wait to see Ed sheeran at tramlines tomoz x,0
"Enjoy the bars and vineyards✌🏻
Make sure to send postcards to the people dying in your local hospitals.  I’m sure they’ll be glad you’re not bored anymore",0
i’m going to cut off contact with every single person i know and emerge in a few months o a year from now having lost the ability to physically speak but be able to play the meanest fucking accordion you’ve ever heard in your pathetic little life,0
"We get it ESPN. Sawx and Yanks. 

Let's go meteor.",0
Searching for Pokemon later because I hate myself haha !!!,0
"@ZionWarrior6 I think lunch was ready at the care home, then it was time for nap and then Countdown.",0
I’m in Canada so like Happy 4rth?,0
Hands up who remembers when EVERY blogger and their dog was a brand ambassador for Coconut Lane 😂,0
Not telling anyone how I voted in case it doesn't come true #EUref,0
someone hit me w a horse tranquilizer istg ive been in a pool of sweat for 6 hours and i havent slept im so tired but i love my friend so much and oh my fucking god i cant rn,0
"Both kiddos have a cold I don't feel good and now I think my oldest is having stomach issues, oh what a fun night!",0
"oh sure, the mic’d up pitcher at the MLB all-star game can say “god dammit” but when my 13 year old softball player says it she gets a “language warning” 😂",0
"So we actually have to do hot girl summer without 1989 Taylor’s version., I’m sick",0
Is it unreasonable to spend £50 on a bonsai tree? Asking for a friend 🤔,0
Being 20 years old and going to concerts with my mom means I can scream all the no-no lyrics bc iM aN aDuLt,0
Lovely day to be stuck at the mall with a dead battery.,0
@PoliticalOrgy I thing you might be on to somethink!🙄,0
Agreeing with the right to dunk on the centre is the real dialectical materialism,0
Social Care for the young is basically a bath board and bed rest and your done.,0
"@AlexShawESPN @robwishart @GNev2 Does he order 11 at once and drink each one at just over 5 minutes, OR do we have to take into account going to the bar? Either way it’s a disgrace and not what we should be promoting to the kids.",0
So excited to start this job!😊,0
wow this growth spurt is really taking longer than i thought haha,0
omg my ships are gonna love what taylor swift has done for them,0
How bout you dont use a gazillion filters on your pictures,0
"Blatantly obvious that Lionel Messi is now set for a move to Leeds.

The Newell’s old boys network.",0
my bf took my off his lock screen which obvi means he’s cheating on me,0
I love it when someone criticses my parenting then their adult son cuts his finger off with a knife and breaks his leg by falling off a bike,0
@c_j_mcburney Suspect there’s still room for you in the ground,0
"@BoardroomBoy Few links for you. To summarise, wearing face masks seems to be more effective than not. Who'da thunk...",0
Yes you can break all the rules for Christmas and risk serious fines and killing your loved ones with a deadly virus OR you could ✨stay at home✨,0
"if you see me crying in the self-service car wash in my rosati’s uniform, no you didn’t ❤️",0
"The most 2020 quote of the year:

Me: we should go to the Van Gogh Museum!
Little Brother: is that the donny with one ear?",0
When you order books from the bookstore a week in advance and then you wait three weeks for ONE book and when you finally email them about it they reply and say they cancelled your order 😍🥰,0
my super power is always biting into the sour cream side of the burrito no matter what,0
"Damn, imagine being vaxxed and then getting a cold and then losing your taste and smell.

Oh wait.",0
Got my first shot. Feeling pretty good. Kinda feel like buying some Microsoft products. The shot didn't really hurt. But what will hurt is if I don't take advantage of the Microsoft office deal going on right now for a limited time,0
Just rediscovered that my nose is always in my field of vision so I will unfortunately be dropping out as I cannot continue my assigned readings in peace,0
Beautician and the Beast (1997). Best Timothy Dalton film of all time.,0
"Men love making women think they were the problem when they finally decide to leave after putting up with mistreatment for god knows how long 

“You were supposed to be my ride or die 😩”

Okay, so die then.",0
love seeing that my mom has officially started posting about the horse worm medicine being good for covid actually and they’re just trying to make it look bad bc it’s so cheap 🤪,0
Matt Hancock is a top shagger,0
"Me: You know, for someone with chronic anxiety I think I'm dealing with this pandemic quite well.

Also me: Wow, I forgot how good a freshly shaved undercut feels!",0
@adorinqdwt @dwtridesgnf Yes the racist is so cool!!!,0
Perfect way to end a 2+ hour @SunCountryAir deley: getting stuck on the tarmack at @mspairport waiting to go to a gate for almost an hour 🙄,0
"Wizkid is the king, ok lol",0
it’s literally so hard being this hot and sexy and beautiful everyday,0
shoutout to the kid who brought a pineapple to hc and threw it around #madrespect,0
@WalesOnline Riveting news.,0
"Thanks to India for being so inept. I was hoping for a full day of cricket, got snacks and everything. Cheers. You could have at least tried. #bbccricket #INDvENG #ENGvsIND #Cricket",0
I was only in Taylor Swift’s top 0.10% of listeners on Spotify but last year but yeah totally sound that Swiftogeddan in Glasgow is sold out,0
"""I can't wait to be a piece of shit with a bachelors degree""",0
"@mjborshell @garygilligan Hasn't he opened a few new hospitals? Oh sorry, maybe it was a new first aid box.",0
I love how they blur out Tristan’s face in this season of the kardashians LMAO like hmmmm I wonder who that mysterious man is,0
@MarkHendyHR Only joking... keep it real. HR professionals have a life too... 🤔,0
Man PepsiCo loves to add 750g of sugar to a mixture of their existing flavors of sodas and call it a new flavor of dew or Pepsi...,0
"i have been informed that, as aroace and agender, i have triple visibility and am now visible from space.",0
I’ve been laid off !! Nice:)),0
@abhiishekkkkkk @FCBGox Did you even watch a single la Liga madrid game last season bruh Varane isn’t that good anymore,0
JUSTICE HAS BEEN DONE.,0
Wow it’s almost like we don’t nap every single day at the exact same time wow how dare I try to do the thing we do every single day!,0
i love jumping on zoom meetings where everyone is talking about their kids &amp; i'm stuffing my face with taco bell,0
Headaches that last all day nonstop🥰😍,0
@Torialou78 My excellent photography skills! :p lmao!!!,0
my favorite thing about my grandparents is that they're so afraid to talk about me being gay that our catch up phone calls are incredibly short 💘,0
haven’t written in months cuz there are no male teachers to impress 😣,0
Bristol is absolutely littered with students!! Glad I never was one🙈,0
i hate it here ❤️❤️❤️❤️❤️,0
Death by Zara fitting room,0
I love it when professors draw a big question mark next to my answer on an exam because I’m always like yeah I don’t either ¯\_(ツ)_/¯,0
Why are toddlers allowed in public spaces,0
yeah your girl is fine but does she pass out while giving blood,0
Drum and bass is dangerous stuff don't you know.. #FabricReview 🙏🏻🙏🏻🙏🏻,0
The only thing I got from college is a caffeine addiction,1
Remember the hundred emails from companies when Covid started getting real? I’ve gotten three in regards to support for protests. And only @SavageXFenty shared helpful links and actually said black lives matter... we love capitalism 🥰🙌🏼,1
"@jimrossignol I choose to interpret it as ""XD"": the universal emoticon for laughing at those poor, poor folks in Ubisoft's marketing department who have to deal with that branding until the servers quietly shut down 8 months after launch.",1
Why would Alexa's recipe for Yorkshire pudding be a bhaji yorkshire pudding ?? @bbcgoodfood,1
"ANY PENSIONER AND 4 YEAR OLD WHO DARE TAKE ME ON AT DINOSAUR THEMED CRAZY GOLF WILL BE CRUSHED, CRUSHED I TELL YOU. https://t.co/yZlafy0lsd",1
See Brexit is going well,1
My eldest is having a wild Friday night out. She's going to bingo. 😂,1
gaslight gatekeep girl boss,1
"Not got one lynx Africa for Christmas Day this year, shocked and outraged. #RuinedChristmas",1
teams is down what a shame I can’t do my assignments 👉🏽👈🏽,1
90% of adulthood is just refilling your Brita pitcher.,1
"July 1st. Half way point of the year. Well I think we can all agree that 2020 has gone swimmingly so far. 
Can’t wait for part 2. 
#murderhornets",1
"Got locked out of Twitter for saying it’s embarrassing to be an arsenal fan. That’s not okay, but people can be abusive and racist and nothing?!? Okay! 🤣🙄",1
"I just absolutely LOVE how I've got to work outside for the next 3 days in the heatwave.

#sweatingmyballsoff",1
"Ah yes, it really is wood-burning stoves in sub-Saharan Africa thats driving the climate crisis 🧠 https://t.co/lShlgWYGOX",1
"Started watching house of cards, 4 episodes in. Already I can see it was a good choice😄",1
What a Race ! #sarcastic #WTF1 https://t.co/zRtL5alnoT,1
help! i'm being haunted by dead people! (my dissertations),1
considering crowd surfing the next time the hallways are too packed,1
Avoid mass gatherings.. does this mean that I can stay home tomorrow as I work at a school? No I thought not. #schoolclosure,1
You know the wolves match is boring when you're talking with your mate about the best way to wire up his new shed!,1
What a wonderful time to have your AC go out https://t.co/jqjqG1dGOa,1
okay but like the say so song ain’t that bad. I’m unironically jam to it lmao,1
absolutely love waking up to the fire alarm at 7 am 😍,1
Raging debate on the importance of an Orlando Magic Summer League Championship. Definitely a notch below 6 if decided by coin flip. https://t.co/LG0VRwkrKO,1
Ah gotta love that Friday morning burnt out feeling 🌄,1
My work email isn’t working so I can just log off for the day right? 🙄,1
there’s no better way to wake up than having one dog jump directly on your stomach and knock the wind out of you while the other drop a dead rodent on the end of the bed. 😑,1
STOP TREATING MARS LIKE A BACK-UP BOYFRIEND JUST FIX YOUR CURRENT RELATIONSHIP WITH EARTH BECAUSE YOU CAN'T LIVE HERE.,1
a level tudor history can do one,1
omg there’s a sheet of ice in front of my school. should I slip and fall?,1
I wish that grilled cheese helped you get that summer bod,1
Overthinking everything in life really takes a toll on you,1
Taxes  are just the best and I cannot wait to pay more 😇🥰🥺,1
"Goodness my parents are actually watching something on Apple TV+, brilliant, yet another streaming service! 😪",1
alright I’m ready for some march madness🏀🔥,1
Efy is great,1
cold queso is so much better than warm queso https://t.co/5TaMe4aSO6,1
"""are you experiencing suicidal or homicidal ideation?""
""only while trying to talk to a human when I call @Walgreens pharmacy""",1
Just getting some WD40 on my letter box to help the poor postman with his delivery today #valentinesday2021 #WD40,1
no more instagram. we must all return to scrapbooks.,1
"Thank you twitter for deciding to completely reset your list of the ""suggested topics to follow"" I've clicked to ignore (all of them), so now I'm back to seeing hundreds of them, every time. Really appreciate you doing that.",1
"5:30 banshee-like kitten zoomies are definitely my all-time favorite alarm clock, and the sound of jewelry boxes flipping over and burnouts on the wood floor make for the calmest, most enjoyable start to any workday.",1
Wow Bdubs can bench press 150 kilometers,1
if trees would simply stop producing flammable leaves climate change would not be an issue,1
hey quick question is it fall or spring???,1
when the toilet seat is warmed up for you&gt;&gt;&gt;,1
Hey what's the weather like today? Am I going to need an umbrella?,1
"Here comes the final of the UK #DailyBriefing - who will win, Johnson or Covid?",1
I love when you go to shop for plus size clothing and it's always just shoved under women's and it doesn't have any subcategories so u just have to wade thru everything like a pig being thrown slop,1
In sunny spain at the moment!!! Hows it all in england?,1
wow. i left on time today and the airport connector is all the way backed up. love that,1
"""@elliekonsker: FLORIDA YOU LITERALLY HAVE ONE JOB""",1
NOT OLIVIA RODRIGO TRAITOR IN THE BACKGROUND #LoveIsland,1
"Duodenum, Jejunum, and Ilium would be cute names for triplets, don’t @ me",1
Big day in the Mumford house #sports day,1
"“If I could have changed anything about my childhood I would have never watched spongebob”

-no one",1
What kind of sins have y’all been committing for God to punish us with this kinda weather...,1
"i love how i literally just finished watching the fifth hp film and then turned to my mum and said ""love a good bit of character death on a sunday :)""
the dsmp lore has utterly ruined my attachment to characters and how i see stories now. i am a broken woman.",1
The fact I nearly froze on my way to work this morning is definitely a sign it's not summer anymore #freezing,1
Hot dog eating contest as a form of assisted suicide,1
yeah i enjoy some oregano on a nice pasta dinner (dumps oregano on mac n cheese),1
was not aware that Crocs were appropriate business casual attire.,1
"On a scale from 1 to 10 how deeply was your childhood influenced by the Hannah Montana 2: Meet Miley Cyrus double album?

This is for research purposes.",1
@SrutisJay one of them smonks weed so it's super worth it /s,1
"ah yes, of the course the summer rain pours when im on foot.",1
"No joke, air-fried Twisted Teas are THE BEST.",1
I reverse imaged searched a selfie and it under visually similar images it is exclusively asian woman my am I white passing narrative is quaking,1
"Horse dancing is my new favorite Olympic sport, I have no clue what’s happening, but this is incredible",1
this just in: phobias CAN be chosen and you CAN get rid of them by just not being scared! 🥰 /s,1
Entry level jobs that require 3 years prior experience 💕💕 ly 💕💕,1
Anyone else hear some like thunder or something?,1
why is the weather having a mid life crisis,1
"""coping strategies to help with tinnitus and hearing loss: see a doctor!"" Wow thanks internet",1
It’s so fantastic when you pay £800 a month to live in London in a fully refurbished house and wake up with water dripping on you from the upstairs en suite XXXXXX,1
Just disposed of a dead opossum. Good morning!,1
"You know what makes a 15 minute wait for the bus even better, rum leaking all over the contents of your bag 🙈😫",1
First day of school and spectrum internet has already shit itself. Amazing,1
nothing quite says hello 2020 like hypothermia 🥳,1
Life is about eating chicken finger and getting drunk,1
Who's ready for monsoon storms allllll weekend?!?!,1
Well. That went well. #BelgianGP,1
love waking up in a panic 🥴🥴,1
"My PS4 Pro has P.T on it, which is somewhat funny as it was taken down before the PS4 Pro was even released #konami #PT #SilentHills #Spooky #PlayableTeaser #Kojima",1
How is it possible that Sly Stallone’s ‘Cobra’ is both the best and the worst movie ever made?,1
Most people have security cameras for protection. Ours acts as a DVR,1
💫jsc bonding nights💫🥰🥳,1
tiktok's full name is tictactoetok,1
Day 3 of night shift: “Can I get a triple shot puppuccinio?”,1
Good morning September... Hello tonsillitis :(,1
Got a bloody screening invitation for a massive film - YES THAT ONE YOURE THINKING OF - and both screenings are on school days 😭 tempted to quit teaching tbh,1
Having morning sickness when you're not actually pregnant is all the fun,1
They really said you can’t have nice weather AND no lockdown for your bday this year huh,1
my computer does this fun thing now where it shakes in a way that exactly replicates what happens to my vision when i forget my meds so that’s exciting !,1
I'm just living off salads and yogurt and loving it tbh,1
💕 tip for baking bread! 🍞🥐🥖 you can use the yeast in your dog's ears to substitute active dry yeast or instant yeast in a pinch! 💕,1
2 minutes into the book and I already hate the main character. Lovely,1
i would rather be outside reed timmers car in f3 tornado winds than go to work today,1
"North Dakota: *has one decent week of weather*
Mother Nature: NOW I SHALL CAST OUT THE SUN AND BRING THE COLDEST OF RAINS UPON THY SUPER, DUPER FLAT LAND.",1
I really hate the new TikTok voice over voice - she sound annoying af,1
my car is acting up AGAIN for like the 3rd year in a row and I’m just going to drive it into the river at the point,1
My living room feels really lively now. I’m recklessly sipping tea absorbing choons #TaeSup,1
Just nearly cried in the tesco express because they didn’t have the cheese pizza or the back up pizza I wanted. My mental stability is strong today.,1
I’m gonna miss scantrons shortening my name to “Christ” after 16 years,1
"Day 55 of Lockdown. Finally bought some jigsaw puzzles. Absolutely cannot wait for them to come, highlight of my day (maybe even year)",1
"me: revises cells + other general biology stuff
edexcel: ""i want a fit summer bod, get them to tell me how i get one""
#EdexcelBiology #Gcses2018",1
good evening sharks. hooters but for feet.,1
I would like to dedicate my hot girl summer to the Eastpointe Chick-Fil-A. Thank you!,1
Can’t wait for those $2000 checks to go out immediately,1
Why are the side effects of antidepressants so ✨scary✨,1
if i saw a capybara in person id probably throw up,1
Is spunk a slur?,1
"I’m so glad I know the quadratic formula from 8th grade instead of knowing how to pay taxes, get ready for college, oh OR ANYTHING ELSE USEFUL THAT INVOLVES BECOMING AND ADULT 🤠🥰",1
"love island is ending, law school is starting again…summer is really over",1
"Man-spider. The story of a spider who's bitten by a human and now has the powers of a human. Working in an office, wasting money on artisan coffee, and giving up his bus seat to a woman who turns out not to be pregnant, but just ""likes sandwiches you a-h*le"".
#IntoTheSpiderVerse",1
The numbers talking to me!,1
"apparently it's the biggest ask on the planet to find decently priced sandals with an enclosed toe. PLEASE, INTERNET. I just want to have vaguely summery shoes that don't involve me having my toes out to the world at all times lmfaoo",1
Stop gatekeeping retirement living communities. I am mentally and spiritually ready to move in.,1
Corsodyl failing to consider i like being a person who spits blood when they brush their teeth,1
Pregnant and constantly crave KitKats. I literally have been living off of them for the past 4 months.  @KitKat_US,1
"Packing to move house, and currently wondering why I had to pick such a heavy hobby? Like, why did I have to pick reading? Books are so heavy, my back hurts. Why couldn’t I have picked knitting? Yarn is light 🥲",1
"I'm literally out here trading eggs for potatoes

Day 1 in our new dystopian society is going well #coronavirusUK #coronavirus",1
School psych life if fun because you can feel like complete shit but chances are you have meeting that determines changes in a student’s education that’s bound by legal timelines and took coordination of 6 different schedules and you’re the only one who can run it,1
"@Rosievix @mouthwaite Well, illegal immigrants  categorically don’t get money from the government but why let a little thing like facts get in the way of a good bit of xenophobia...",1
"Yeah I’m following a lot of shows right now, the price is right is pretty good but season 1 is better than season 2",1
"My poo is green, how festive.",1
"I heard it might be snowing ??? Sounds fake, but okay??? Can anyone verify?????????",1
A fun musical mashup is the country music playing at the gym with the one guy playing old Eminem on his phone at full volume in the locker room shower 🎶🎶🎶,1
I'm the highest I'll ever be on 420 in my life! I'm on an airplane duh,1
it's all about women in stem struggles. what about women in interactive media struggles: i no longer win against my friends in smash because they major in goddamn video game.,1
what i love about mine and summers work schedules is that she will finish at 8pm and then i’ll start work at 9pm and then when i get home at 7am she’ll start work at 8am ❤️,1
"Oh good, it's time for the bi-monthly random power outage.",1
@tylerthecreator @staci_zr can i use this chiamus for my ap lang speech about parallelism lmao,1
6 more hours and then a whoppingly massive 2days off work! wowzers!,1
Good news: Played out of my mind from the sand traps today. Bad news: Was in the sand traps a lot today.,1
"@banalincolnlogs red among us guy, hes hot dont come for me",1
"Stimulus checks should come with hand lotion, a face mask, and a bonus for every Instagram bingos you do",1
My favorite part of flying is getting to walk past the rich people to get to my poor person seat.,1
"Ah yes, back spasms when I take a deep breath. This is ✨28✨.",1
wearing a cute jumpsuit is all fun and games until you have to go to the bathroom,1
"Ah yes, another afternoon with the WiFi down...really makes working from home that extra bit more enjoyable :)",1
I've just got up at five forty five on a Sunday to watch the Japanese Grand Prix as a Ferrari fan and saw Vettel jump (and then fuck up) the start and Leclerc tangle with Verstappen on turn 2. Lovely stuff.,1
it’s so rude that i’m not at the beach right now,1
"Incredible scenes in Nottingham, as it begins to rain for the first time this hour.",1
"It was almost 70 degrees today but no, global warming doesn't exist 😒",1
Petition to call erections social dickstanding,1
When you get woken up at 3am because of aftershocks from an earthquake 👍😩,1
Woke up at 3 am with a MAD craving for pickles. I guess that means I'm expecting!,1
High stakes legos,1
Funny how my phone starts turning into a piece of shit when the new iPhone comes out 🤔,1
The high tomorrow is 45! Anyone wanna go to the pool?,1
@majornelson Sounds like a strong contender for GOTY,1
"oh also, my song with my middle school boyfriend was “143” by Bobby Brackins!! i really peaked geez",1
I picked next year's musical already...Electro City. Obvious choice.,1
I get a lot of boy who cried wolf vibes from the Red Cross and their emergency blood shortages all the time,1
Beautician and the Beast (1997). Best Timothy Dalton film of all time.,2
Taxes  are just the best and I cannot wait to pay more 😇🥰🥺,2
@WilliamShatner Mr Shatner whilst you were sleeping you asked me to join Facebook messenger and then after a polite conversation you then offered me gold necklaces and a singed (sic) tee-shirt - you made my Friday night sir... just awaiting your instructions so I can wire the money...,2
Only a a President as strong and decisive as @realDonaldTrump would force the FDA to OK a drug even before clinical trial results are in.  No need to wait for such silly formalities - people have been taking the drug for years and most are still alive and fine! #OkToTry #Gotrump https://t.co/IdxTJ7kucp,2
"Horse dancing is my new favorite Olympic sport, I have no clue what’s happening, but this is incredible",2
"You’re all sickos for being mean to Trump so much for the tolerant left 🙄

anyways George Floyd had it coming",2
"It's nice to see some heritage organisations are doing the right thing and putting the safety of their staff, visitors and volunteers first. Wonder what that's like...
...for reasons, this is aimed at nobody.",2
"Thinking about that time Blizzard had the brilliant idea to change everyone's name on their forums to their real names. God, what an idea that was.",2
Inspired by the ‘dinner with Jay Z’ guy still going strong. I choose now to believe him,2
"For a good laugh, follow me over on @vsheltonsports to see my best attempt at covering sports business news for class this semester.",2
Joey the genius! I wish i was as brainy as him #towie,2
Well. That went well. #BelgianGP,2
"@inkofreality @StrangerTings1 @nytimes You're so close to understanding baseline biasing. You can get there, I believe in you!",2
Mine and @livlawrencex snapchats are just stunning👌,2
Great night last night! Muggins here is the commis chef crouched down in the corner. Seriously an honour to help raise money for @acf_uk and work alongside these stellar chefs. Thanks for having us @nickg67 @frontlinechef! https://t.co/mkiTEpMzaz https://t.co/SVgdFYHyi4,2
"@KellyMartin_UK @Morrisons You’re right, it’s all one big conspiracy. You should boycott the NHS too, they’re in on it as well",2
@SkySportsBoxing if i think you would have a chance against fury i mean its easy for some broken bodied old boy to beat the best in the world,2
Wow great album from Kanye. v John Cage 4’43 vibes x,2
Can’t wait to see Ed sheeran at tramlines tomoz x,2
I never feel more empowered than when I’m listening to ‘this is me’ from camp rock,2
Lil Pump is the Nelson Mandela of our generation,2
@Mike_Fabricant This aged well,2
"Yeah I’m following a lot of shows right now, the price is right is pretty good but season 1 is better than season 2",2
@mcfcok82 Thank you for your well balanced and thoughtful input,2
@DetroitPistons @PistonsGT Cade Cunningham is my favorite basketball player please 2K 🙏🙏🙏,2
"@jimrossignol I choose to interpret it as ""XD"": the universal emoticon for laughing at those poor, poor folks in Ubisoft's marketing department who have to deal with that branding until the servers quietly shut down 8 months after launch.",3
"I suppose though, we did sign one for the future so, you know, not all gloom and doom...we might be good in 6 years time.",3
"Started watching house of cards, 4 episodes in. Already I can see it was a good choice😄",3
Billy Gunn sorta relevant for the first time in years...,3
okay but like the say so song ain’t that bad. I’m unironically jam to it lmao,3
