id,text
90,"Remote sensing image scene classification plays an important role in a wide
range of applications and hence has been receiving remarkable attention. During
the past years, significant efforts have been made to develop various datasets
or present a variety of approaches for scene classification from remote sensing
images. However, a systematic review of the literature concerning datasets and
methods for scene classification is still lacking. In addition, almost all
existing datasets have a number of limitations, including the small scale of
scene classes and the image numbers, the lack of image variations and
diversity, and the saturation of accuracy. These limitations severely limit the
development of new approaches especially deep learning-based methods. This
paper first provides a comprehensive review of the recent progress. Then, we
propose a large-scale dataset, termed ""NWPU-RESISC45"", which is a publicly
available benchmark for REmote Sensing Image Scene Classification (RESISC),
created by Northwestern Polytechnical University (NWPU). This dataset contains
31,500 images, covering 45 scene classes with 700 images in each class. The
proposed NWPU-RESISC45 (i) is large-scale on the scene classes and the total
image number, (ii) holds big variations in translation, spatial resolution,
viewpoint, object pose, illumination, background, and occlusion, and (iii) has
high within-class diversity and between-class similarity. The creation of this
dataset will enable the community to develop and evaluate various data-driven
algorithms. Finally, several representative methods are evaluated using the
proposed dataset and the results are reported as a useful baseline for future
research."
91,"We propose a training and evaluation approach for autoencoder Generative
Adversarial Networks (GANs), specifically the Boundary Equilibrium Generative
Adversarial Network (BEGAN), based on methods from the image quality assessment
literature. Our approach explores a multidimensional evaluation criterion that
utilizes three distance functions: an $l_1$ score, the Gradient Magnitude
Similarity Mean (GMSM) score, and a chrominance score. We show that each of the
different distance functions captures a slightly different set of properties in
image space and, consequently, requires its own evaluation criterion to
properly assess whether the relevant property has been adequately learned. We
show that models using the new distance functions are able to produce better
images than the original BEGAN model in predicted ways."
92,"Sign Language Recognition has emerged as one of the important area of
research in Computer Vision. The difficulty faced by the researchers is that
the instances of signs vary with both motion and appearance. Thus, in this
paper a novel approach for recognizing various alphabets of Indian Sign
Language is proposed where continuous video sequences of the signs have been
considered. The proposed system comprises of three stages: Preprocessing stage,
Feature Extraction and Classification. Preprocessing stage includes skin
filtering, histogram matching. Eigen values and Eigen Vectors were considered
for feature extraction stage and finally Eigen value weighted Euclidean
distance is used to recognize the sign. It deals with bare hands, thus allowing
the user to interact with the system in natural way. We have considered 24
different alphabets in the video sequences and attained a success rate of
96.25%."
93,"A common strategy for improving model robustness is through data
augmentations. Data augmentations encourage models to learn desired
invariances, such as invariance to horizontal flipping or small changes in
color. Recent work has shown that arbitrary style transfer can be used as a
form of data augmentation to encourage invariance to textures by creating
painting-like images from photographs. However, a stylized photograph is not
quite the same as an artist-created painting. Artists depict perceptually
meaningful cues in paintings so that humans can recognize salient components in
scenes, an emphasis which is not enforced in style transfer. Therefore, we
study how style transfer and paintings differ in their impact on model
robustness. First, we investigate the role of paintings as style images for
stylization-based data augmentation. We find that style transfer functions well
even without paintings as style images. Second, we show that learning from
paintings as a form of perceptual data augmentation can improve model
robustness. Finally, we investigate the invariances learned from stylization
and from paintings, and show that models learn different invariances from these
differing forms of data. Our results provide insights into how stylization
improves model robustness, and provide evidence that artist-created paintings
can be a valuable source of data for model robustness."
94,"The non-stationary nature of image characteristics calls for adaptive
processing, based on the local image content. We propose a simple and flexible
method to learn local tuning of parameters in adaptive image processing: we
extract simple local features from an image and learn the relation between
these features and the optimal filtering parameters. Learning is performed by
optimizing a user defined cost function (any image quality metric) on a
training set. We apply our method to three classical problems (denoising,
demosaicing and deblurring) and we show the effectiveness of the learned
parameter modulation strategies. We also show that these strategies are
consistent with theoretical results from the literature."
95,"Data of different modalities generally convey complimentary but heterogeneous
information, and a more discriminative representation is often preferred by
combining multiple data modalities like the RGB and infrared features. However
in reality, obtaining both data channels is challenging due to many
limitations. For example, the RGB surveillance cameras are often restricted
from private spaces, which is in conflict with the need of abnormal activity
detection for personal security. As a result, using partial data channels to
build a full representation of multi-modalities is clearly desired. In this
paper, we propose a novel Partial-modal Generative Adversarial Networks
(PM-GANs) that learns a full-modal representation using data from only partial
modalities. The full representation is achieved by a generated representation
in place of the missing data channel. Extensive experiments are conducted to
verify the performance of our proposed method on action recognition, compared
with four state-of-the-art methods. Meanwhile, a new Infrared-Visible Dataset
for action recognition is introduced, and will be the first publicly available
action dataset that contains paired infrared and visible spectrum."
96,"Medical image segmentation has made significant progress in recent years.
Deep learning-based methods are recognized as data-hungry techniques, requiring
large amounts of data with manual annotations. However, manual annotation is
expensive in the field of medical image analysis, which requires
domain-specific expertise. To address this challenge, few-shot learning has the
potential to learn new classes from only a few examples. In this work, we
propose a novel framework for few-shot medical image segmentation, termed
CAT-Net, based on cross masked attention Transformer. Our proposed network
mines the correlations between the support image and query image, limiting them
to focus only on useful foreground information and boosting the representation
capacity of both the support prototype and query features. We further design an
iterative refinement framework that refines the query image segmentation
iteratively and promotes the support feature in turn. We validated the proposed
method on three public datasets: Abd-CT, Abd-MRI, and Card-MRI. Experimental
results demonstrate the superior performance of our method compared to
state-of-the-art methods and the effectiveness of each component. Code:
https://github.com/hust-linyi/CAT-Net."
97,"Recently, contrastive self-supervised learning has become a key component for
learning visual representations across many computer vision tasks and
benchmarks. However, contrastive learning in the context of domain adaptation
remains largely underexplored. In this paper, we propose to extend contrastive
learning to a new domain adaptation setting, a particular situation occurring
where the similarity is learned and deployed on samples following different
probability distributions without access to labels. Contrastive learning learns
by comparing and contrasting positive and negative pairs of samples in an
unsupervised setting without access to source and target labels. We have
developed a variation of a recently proposed contrastive learning framework
that helps tackle the domain adaptation problem, further identifying and
removing possible negatives similar to the anchor to mitigate the effects of
false negatives. Extensive experiments demonstrate that the proposed method
adapts well, and improves the performance on the downstream domain adaptation
task."
98,"We present a simple and effective deep convolutional neural network (CNN)
model for video deblurring. The proposed algorithm mainly consists of optical
flow estimation from intermediate latent frames and latent frame restoration
steps. It first develops a deep CNN model to estimate optical flow from
intermediate latent frames and then restores the latent frames based on the
estimated optical flow. To better explore the temporal information from videos,
we develop a temporal sharpness prior to constrain the deep CNN model to help
the latent frame restoration. We develop an effective cascaded training
approach and jointly train the proposed CNN model in an end-to-end manner. We
show that exploring the domain knowledge of video deblurring is able to make
the deep CNN model more compact and efficient. Extensive experimental results
show that the proposed algorithm performs favorably against state-of-the-art
methods on the benchmark datasets as well as real-world videos."
99,"In this paper, we study a novel problem in egocentric action recognition,
which we term as ""Multimodal Generalization"" (MMG). MMG aims to study how
systems can generalize when data from certain modalities is limited or even
completely missing. We thoroughly investigate MMG in the context of standard
supervised action recognition and the more challenging few-shot setting for
learning new action categories. MMG consists of two novel scenarios, designed
to support security, and efficiency considerations in real-world applications:
(1) missing modality generalization where some modalities that were present
during the train time are missing during the inference time, and (2)
cross-modal zero-shot generalization, where the modalities present during the
inference time and the training time are disjoint. To enable this
investigation, we construct a new dataset MMG-Ego4D containing data points with
video, audio, and inertial motion sensor (IMU) modalities. Our dataset is
derived from Ego4D dataset, but processed and thoroughly re-annotated by human
experts to facilitate research in the MMG problem. We evaluate a diverse array
of models on MMG-Ego4D and propose new methods with improved generalization
ability. In particular, we introduce a new fusion module with modality dropout
training, contrastive-based alignment training, and a novel cross-modal
prototypical loss for better few-shot performance. We hope this study will
serve as a benchmark and guide future research in multimodal generalization
problems. The benchmark and code will be available at
https://github.com/facebookresearch/MMG_Ego4D."
100,"Unsupervised learning of visual similarities is of paramount importance to
computer vision, particularly due to lacking training data for fine-grained
similarities. Deep learning of similarities is often based on relationships
between pairs or triplets of samples. Many of these relations are unreliable
and mutually contradicting, implying inconsistencies when trained without
supervision information that relates different tuples or triplets to each
other. To overcome this problem, we use local estimates of reliable
(dis-)similarities to initially group samples into compact surrogate classes
and use local partial orders of samples to classes to link classes to each
other. Similarity learning is then formulated as a partial ordering task with
soft correspondences of all samples to classes. Adopting a strategy of
self-supervision, a CNN is trained to optimally represent samples in a mutually
consistent manner while updating the classes. The similarity learning and
grouping procedure are integrated in a single model and optimized jointly. The
proposed unsupervised approach shows competitive performance on detailed pose
estimation and object classification."
101,"In this paper, we propose a lossless data hiding scheme in JPEG images. After
quantified DCT transform, coefficients have characteristics that distribution
in high frequencies is relatively sparse and absolute values are small. To
improve encoding efficiency, we put forward an encoding algorithm that searches
for a high frequency as terminate point and recode the coefficients above, so
spare space is reserved to embed secret data and appended data with no file
expansion. Receiver can obtain terminate point through data analysis, extract
additional data and recover original JPEG images lossless. Experimental results
show that the proposed method has a larger capacity than state-of-the-art
works."
102,"3D reconstruction of depth and motion from monocular video in dynamic
environments is a highly ill-posed problem due to scale ambiguities when
projecting to the 2D image domain. In this work, we investigate the performance
of the current State-of-the-Art (SotA) deep multi-view systems in such
environments. We find that current supervised methods work surprisingly well
despite not modelling individual object motions, but make systematic errors due
to a lack of dense ground truth data. To detect such errors during usage, we
extend the cost volume based Deep Video to Depth (DeepV2D) framework
\cite{teed2018deepv2d} with a learned uncertainty. Our Deep Video to certain
Depth (DeepV2cD) model allows i) to perform en par or better with current SotA
and ii) achieve a better uncertainty measure than the naive Shannon entropy.
Our experiments show that a simple filter strategy based on the uncertainty can
significantly reduce systematic errors. This results in cleaner reconstructions
both on static and dynamic parts of the scene."
103,"Multiview super-resolution image reconstruction (SRIR) is often cast as a
resampling problem by merging non-redundant data from multiple low-resolution
(LR) images on a finer high-resolution (HR) grid, while inverting the effect of
the camera point spread function (PSF). One main problem with multiview methods
is that resampling from nonuniform samples (provided by LR images) and the
inversion of the PSF are highly nonlinear and ill-posed problems. Non-linearity
and ill-posedness are typically overcome by linearization and regularization,
often through an iterative optimization process, which essentially trade off
the very same information (i.e. high frequency) that we want to recover. We
propose a novel point of view for multiview SRIR: Unlike existing multiview
methods that reconstruct the entire spectrum of the HR image from the multiple
given LR images, we derive explicit expressions that show how the
high-frequency spectra of the unknown HR image are related to the spectra of
the LR images. Therefore, by taking any of the LR images as the reference to
represent the low-frequency spectra of the HR image, one can reconstruct the
super-resolution image by focusing only on the reconstruction of the
high-frequency spectra. This is very much like single-image methods, which
extrapolate the spectrum of one image, except that we rely on information
provided by all other views, rather than by prior constraints as in
single-image methods (which may not be an accurate source of information). This
is made possible by deriving and applying explicit closed-form expressions that
define how the local high frequency information that we aim to recover for the
reference high resolution image is related to the local low frequency
information in the sequence of views. Results and comparisons with recently
published state-of-the-art methods show the superiority of the proposed
solution."
104,"In 3D shape recognition, multi-view based methods leverage human's
perspective to analyze 3D shapes and have achieved significant outcomes. Most
existing research works in deep learning adopt handcrafted networks as
backbones due to their high capacity of feature extraction, and also benefit
from ImageNet pretraining. However, whether these network architectures are
suitable for 3D analysis or not remains unclear. In this paper, we propose a
neural architecture search method named Auto-MVCNN which is particularly
designed for optimizing architecture in multi-view 3D shape recognition.
Auto-MVCNN extends gradient-based frameworks to process multi-view images, by
automatically searching the fusion cell to explore intrinsic correlation among
view features. Moreover, we develop an end-to-end scheme to enhance retrieval
performance through the trade-off parameter search. Extensive experimental
results show that the searched architectures significantly outperform manually
designed counterparts in various aspects, and our method achieves
state-of-the-art performance at the same time."
105,"In this paper, we present a new approach to estimate the layout of a room
from its single image. While recent approaches for this task use robust
features learnt from data, they resort to optimization for detecting the final
layout. In addition to using learnt robust features, our approach learns an
additional ranking function to estimate the final layout instead of using
optimization. To learn this ranking function, we propose a framework to train a
CNN using max-margin structure cost. Also, while most approaches aim at
detecting cuboidal layouts, our approach detects non-cuboidal layouts for which
we explicitly estimates layout complexity parameters. We use these parameters
to propose layout candidates in a novel way. Our approach shows
state-of-the-art results on standard datasets with mostly cuboidal layouts and
also performs well on a dataset containing rooms with non-cuboidal layouts."
106,"Learning discriminative representation using large-scale face datasets in the
wild is crucial for real-world applications, yet it remains challenging. The
difficulties lie in many aspects and this work focus on computing resource
constraint and long-tailed class distribution. Recently, classification-based
representation learning with deep neural networks and well-designed losses have
demonstrated good recognition performance. However, the computing and memory
cost linearly scales up to the number of identities (classes) in the training
set, and the learning process suffers from unbalanced classes. In this work, we
propose a dynamic class queue (DCQ) to tackle these two problems. Specifically,
for each iteration during training, a subset of classes for recognition are
dynamically selected and their class weights are dynamically generated
on-the-fly which are stored in a queue. Since only a subset of classes is
selected for each iteration, the computing requirement is reduced. By using a
single server without model parallel, we empirically verify in large-scale
datasets that 10% of classes are sufficient to achieve similar performance as
using all classes. Moreover, the class weights are dynamically generated in a
few-shot manner and therefore suitable for tail classes with only a few
instances. We show clear improvement over a strong baseline in the largest
public dataset Megaface Challenge2 (MF2) which has 672K identities and over 88%
of them have less than 10 instances. Code is available at
https://github.com/bilylee/DCQ"
107,"This paper tackles the problem of novel view synthesis from a single image.
In particular, we target real-world scenes with rich geometric structure, a
challenging task due to the large appearance variations of such scenes and the
lack of simple 3D models to represent them. Modern, learning-based approaches
mostly focus on appearance to synthesize novel views and thus tend to generate
predictions that are inconsistent with the underlying scene structure. By
contrast, in this paper, we propose to exploit the 3D geometry of the scene to
synthesize a novel view. Specifically, we approximate a real-world scene by a
fixed number of planes, and learn to predict a set of homographies and their
corresponding region masks to transform the input image into a novel view. To
this end, we develop a new region-aware geometric transform network that
performs these multiple tasks in a common framework. Our results on the outdoor
KITTI and the indoor ScanNet datasets demonstrate the effectiveness of our
network in generating high quality synthetic views that respect the scene
geometry, thus outperforming the state-of-the-art methods."
108,"The success of deep neural networks (DNNs) is attributable to three factors:
increased compute capacity, more complex models, and more data. These factors,
however, are not always present, especially for edge applications such as
autonomous driving, augmented reality, and internet-of-things. Training DNNs
requires a large amount of data, which is difficult to obtain. Edge devices
such as mobile phones have limited compute capacity, and therefore, require
specialized and efficient DNNs. However, due to the enormous design space and
prohibitive training costs, designing efficient DNNs for different target
devices is challenging. So the question is, with limited data, compute
capacity, and model complexity, can we still successfully apply deep neural
networks?
  This dissertation focuses on the above problems and improving the efficiency
of deep neural networks at four levels. Model efficiency: we designed neural
networks for various computer vision tasks and achieved more than 10x faster
speed and lower energy. Data efficiency: we developed an advanced tool that
enables 6.2x faster annotation of a LiDAR point cloud. We also leveraged domain
adaptation to utilize simulated data, bypassing the need for real data.
Hardware efficiency: we co-designed neural networks and hardware accelerators
and achieved 11.6x faster inference. Design efficiency: the process of finding
the optimal neural networks is time-consuming. Our automated neural
architecture search algorithms discovered, using 421x lower computational cost
than previous search methods, models with state-of-the-art accuracy and
efficiency."
109,"In this paper, we propose a way of synthesizing realistic images directly
with natural language description, which has many useful applications, e.g.
intelligent image manipulation. We attempt to accomplish such synthesis: given
a source image and a target text description, our model synthesizes images to
meet two requirements: 1) being realistic while matching the target text
description; 2) maintaining other image features that are irrelevant to the
text description. The model should be able to disentangle the semantic
information from the two modalities (image and text), and generate new images
from the combined semantics. To achieve this, we proposed an end-to-end neural
architecture that leverages adversarial learning to automatically learn
implicit loss functions, which are optimized to fulfill the aforementioned two
requirements. We have evaluated our model by conducting experiments on
Caltech-200 bird dataset and Oxford-102 flower dataset, and have demonstrated
that our model is capable of synthesizing realistic images that match the given
descriptions, while still maintain other features of original images."
110,"Fully autonomous drones have been demonstrated to find lost or injured
persons under strongly occluding forest canopy. Airborne Optical Sectioning
(AOS), a novel synthetic aperture imaging technique, together with
deep-learning-based classification enables high detection rates under realistic
search-and-rescue conditions. We demonstrate that false detections can be
significantly suppressed and true detections boosted by combining
classifications from multiple AOS rather than single integral images. This
improves classification rates especially in the presence of occlusion. To make
this possible, we modified the AOS imaging process to support large overlaps
between subsequent integrals, enabling real-time and on-board scanning and
processing of groundspeeds up to 10 m/s."
111,"In object detection, reducing computational cost is as important as improving
accuracy for most practical usages. This paper proposes a novel network
structure, which is an order of magnitude lighter than other state-of-the-art
networks while maintaining the accuracy. Based on the basic principle of more
layers with less channels, this new deep neural network minimizes its
redundancy by adopting recent innovations including C.ReLU and Inception
structure. We also show that this network can be trained efficiently to achieve
solid results on well-known object detection benchmarks: 84.9% and 84.2% mAP on
VOC2007 and VOC2012 while the required compute is less than 10% of the recent
ResNet-101."
112,"Deep Reinforcement Learning has been successfully applied to learn robotic
control. However, the corresponding algorithms struggle when applied to
problems where the agent is only rewarded after achieving a complex task. In
this context, using demonstrations can significantly speed up the learning
process, but demonstrations can be costly to acquire. In this paper, we propose
to leverage a sequential bias to learn control policies for complex robotic
tasks using a single demonstration. To do so, our method learns a
goal-conditioned policy to control a system between successive low-dimensional
goals. This sequential goal-reaching approach raises a problem of compatibility
between successive goals: we need to ensure that the state resulting from
reaching a goal is compatible with the achievement of the following goals. To
tackle this problem, we present a new algorithm called DCIL-II. We show that
DCIL-II can solve with unprecedented sample efficiency some challenging
simulated tasks such as humanoid locomotion and stand-up as well as fast
running with a simulated Cassie robot. Our method leveraging sequentiality is a
step towards the resolution of complex robotic tasks under minimal
specification effort, a key feature for the next generation of autonomous
robots."
113,"The four-wheeled Mecanum robot is widely used in various industries due to
its maneuverability and strong load capacity, which is suitable for performing
precise transportation tasks in a narrow environment, but while the Mecanum
wheel robot has mobility, it also consumes more energy than ordinary robots.
The power consumed by the Mecanum wheel mobile robot varies enormously
depending on their operating regimes and environments. Therefore, only knowing
the working environment of the robot and the accurate power consumption model
can we accurately predict the power consumption of the robot. In order to
increase the appli-cable scenarios of energy consumption modeling for Mecanum
wheel robots and improve the accuracy of energy consumption modeling, this
paper focuses on various factors that affect the energy consumption of the
Mecanum wheel robot, such as motor temperature, terrain, the center of gravity
position, etc. The model is derived from the kinematic and kinetic model
combined with electrical engineering and energy flow principles. The model has
been simulated in MATLAB and experimentally validated with the four-wheeled
Mecanum robot platform in our lab. Experimental results show that the model is
90% accurate. The results of energy consumption modeling can help robots to
save energy by helping them to perform rational path planning and task
planning."
114,"A key challenge in Imitation Learning (IL) is that optimal state actions
demonstrations are difficult for the teacher to provide. For example in
robotics, providing kinesthetic demonstrations on a robotic manipulator
requires the teacher to control multiple degrees of freedom at once. The
difficulty of requiring optimal state action demonstrations limits the space of
problems where the teacher can provide quality feedback. As an alternative to
state action demonstrations, the teacher can provide corrective feedback such
as their preferences or rewards. Prior work has created algorithms designed to
learn from specific types of noisy feedback, but across teachers and tasks
different forms of feedback may be required. Instead we propose that in order
to learn from a diversity of scenarios we need to learn from a variety of
feedback. To learn from a variety of feedback we make the following insight:
the teacher's cost function is latent and we can model a stream of feedback as
a stream of loss functions. We then use any online learning algorithm to
minimize the sum of these losses. With this insight we can learn from a
diversity of feedback that is weakly correlated with the teacher's true cost
function. We unify prior work into a general corrective feedback meta-algorithm
and show that regardless of feedback we can obtain the same regret bounds. We
demonstrate our approach by learning to perform a household navigation task on
a robotic racecar platform. Our results show that our approach can learn
quickly from a variety of noisy feedback."
115,"In this paper we consider infinite horizon discounted dynamic programming
problems with finite state and control spaces, and partial state observations.
We discuss an algorithm that uses multistep lookahead, truncated rollout with a
known base policy, and a terminal cost function approximation. This algorithm
is also used for policy improvement in an approximate policy iteration scheme,
where successive policies are approximated by using a neural network
classifier. A novel feature of our approach is that it is well suited for
distributed computation through an extended belief space formulation and the
use of a partitioned architecture, which is trained with multiple neural
networks. We apply our methods in simulation to a class of sequential repair
problems where a robot inspects and repairs a pipeline with potentially several
rupture sites under partial information about the state of the pipeline."
116,"We present an integrated Task-Motion Planning framework for robot navigation
in belief space. Autonomous robots operating in real world complex scenarios
require planning in the discrete (task) space and the continuous (motion)
space. To this end, we propose a framework for integrating belief space
reasoning within a hybrid task planner. The expressive power of PDDL+ combined
with heuristic-driven semantic attachments performs the propagated and
posterior belief estimates while planning. The underlying methodology for the
development of the combined hybrid planner is discussed, providing suggestions
for improvements and future work. Furthermore we validate key aspects of our
approach using a realistic scenario in simulation."
117,"The real-world application of small drones is mostly hampered by energy
limitations. Neuromorphic computing promises extremely energy-efficient AI for
autonomous flight, but is still challenging to train and deploy on real robots.
In order to reap the maximal benefits from neuromorphic computing, it is
desired to perform all autonomy functions end-to-end on a single neuromorphic
chip, from low-level attitude control to high-level navigation. This research
presents the first neuromorphic control system using a spiking neural network
(SNN) to effectively map a drone's raw sensory input directly to motor
commands. We apply this method to low-level attitude estimation and control for
a quadrotor, deploying the SNN on a tiny Crazyflie. We propose a modular SNN,
separately training and then merging estimation and control sub-networks. The
SNN is trained with imitation learning, using a flight dataset of sensory-motor
pairs. Post-training, the network is deployed on the Crazyflie, issuing control
commands from sensor inputs at $500$Hz. Furthermore, for the training procedure
we augmented training data by flying a controller with additional excitation
and time-shifting the target data to enhance the predictive capabilities of the
SNN. On the real drone the perception-to-control SNN tracks attitude commands
with an average error of $3$ degrees, compared to $2.5$ degrees for the regular
flight stack. We also show the benefits of the proposed learning modifications
for reducing the average tracking error and reducing oscillations. Our work
shows the feasibility of performing neuromorphic end-to-end control, laying the
basis for highly energy-efficient and low-latency neuromorphic autopilots."
118,"Robotic vision introduces requirements for real-time processing of
fast-varying, noisy information in a continuously changing environment. In a
real-world environment, convenient assumptions, such as static camera systems
and deep learning algorithms devouring high volumes of ideally slightly-varying
data are hard to survive. Leveraging on recent studies on the neural connectome
associated with eye movements, we designed a neuromorphic oculomotor controller
and placed it at the heart of our in-house biomimetic robotic head prototype.
The controller is unique in the sense that (1) all data are encoded and
processed by a spiking neural network (SNN), and (2) by mimicking the
associated brain areas' topology, the SNN is biologically interpretable and
requires no training to operate. Here, we report the robot's target tracking
ability, demonstrate that its eye kinematics are similar to those reported in
human eye studies and show that a biologically-constrained learning, although
not required for the SNN's function, can be used to further refine its
performance. This work aligns with our ongoing effort to develop
energy-efficient neuromorphic SNNs and harness their emerging intelligence to
control biomimetic robots with versatility and robustness."
119,"Finding controllers that perform well across multiple morphologies is an
important milestone for large-scale robotics, in line with recent advances via
foundation models in other areas of machine learning. However, the challenges
of learning a single controller to control multiple morphologies make the `one
robot one task' paradigm dominant in the field. To alleviate these challenges,
we present a pipeline that: (1) leverages Quality Diversity algorithms like
MAP-Elites to create a dataset of many single-task/single-morphology teacher
controllers, then (2) distills those diverse controllers into a single
multi-morphology controller that performs well across many different body plans
by mimicking the sensory-action patterns of the teacher controllers via
supervised learning. The distilled controller scales well with the number of
teachers/morphologies and shows emergent properties. It generalizes to unseen
morphologies in a zero-shot manner, providing robustness to morphological
perturbations and instant damage recovery. Lastly, the distilled controller is
also independent of the teacher controllers -- we can distill the teacher's
knowledge into any controller model, making our approach synergistic with
architectural improvements and existing training algorithms for teacher
controllers."
120,"In this work, we propose the Informed Batch Belief Trees (IBBT) algorithm for
motion planning under motion and sensing uncertainties. The original stochastic
motion planning problem is divided into a deterministic motion planning problem
and a graph search problem. We solve the deterministic planning problem using
sampling-based methods such as PRM or RRG to construct a graph of nominal
trajectories. Then, an informed cost-to-go heuristic for the original problem
is computed based on the nominal trajectory graph. Finally, we grow a belief
tree by searching over the graph using the proposed heuristic. IBBT interleaves
between batch state sampling, nominal trajectory graph construction, heuristic
computing, and search over the graph to find belief space motion plans. IBBT is
an anytime, incremental algorithm. With an increasing number of batches of
samples added to the graph, the algorithm finds motion plans that converge to
the optimal one. IBBT is efficient by reusing results between sequential
iterations. The belief tree searching is an ordered search guided by an
informed heuristic. We test IBBT in different planning environments. Our
numerical investigation confirms that IBBT finds non-trivial motion plans and
is faster compared with previous similar methods."
121,"Hierarchical Reinforcement Learning (HRL) algorithms have been demonstrated
to perform well on high-dimensional decision making and robotic control tasks.
However, because they solely optimize for rewards, the agent tends to search
the same space redundantly. This problem reduces the speed of learning and
achieved reward. In this work, we present an Off-Policy HRL algorithm that
maximizes entropy for efficient exploration. The algorithm learns a temporally
abstracted low-level policy and is able to explore broadly through the addition
of entropy to the high-level. The novelty of this work is the theoretical
motivation of adding entropy to the RL objective in the HRL setting. We
empirically show that the entropy can be added to both levels if the
Kullback-Leibler (KL) divergence between consecutive updates of the low-level
policy is sufficiently small. We performed an ablative study to analyze the
effects of entropy on hierarchy, in which adding entropy to high-level emerged
as the most desirable configuration. Furthermore, a higher temperature in the
low-level leads to Q-value overestimation and increases the stochasticity of
the environment that the high-level operates on, making learning more
challenging. Our method, SHIRO, surpasses state-of-the-art performance on a
range of simulated robotic control benchmark tasks and requires minimal tuning."
122,"Despite outstanding success in vision amongst other domains, many of the
recent deep learning approaches have evident drawbacks for robots. This
manuscript surveys recent work in the literature that pertain to applying deep
learning systems to the robotics domain, either as means of estimation or as a
tool to resolve motor commands directly from raw percepts. These recent
advances are only a piece to the puzzle. We suggest that deep learning as a
tool alone is insufficient in building a unified framework to acquire general
intelligence. For this reason, we complement our survey with insights from
cognitive development and refer to ideas from classical control theory,
producing an integrated direction for a lifelong learning architecture."
123,"The use of mobile robots is being popular over the world mainly for
autonomous explorations in hazardous/ toxic or unknown environments. This
exploration will be more effective and efficient if the explorations in unknown
environment can be aided with the learning from past experiences. Currently
reinforcement learning is getting more acceptances for implementing learning in
robots from the system-environment interactions. This learning can be
implemented using the concept of both single-agent and multiagent. This paper
describes such a multiagent approach for implementing a type of reinforcement
learning using a priority based behaviour-based architecture. This proposed
methodology has been successfully tested in both indoor and outdoor
environments."
124,"This paper presents a learning from demonstration approach to programming
safe, autonomous behaviors for uncommon driving scenarios. Simulation is used
to re-create a targeted driving situation, one containing a road-side hazard
creating a significant occlusion in an urban neighborhood, and collect optimal
driving behaviors from 24 users. Paper employs a key-frame based approach
combined with an algorithm to linearly combine models in order to extend the
behavior to novel variations of the target situation. This approach is
theoretically agnostic to the kind of LfD framework used for modeling data and
our results suggest it generalizes well to variations containing an additional
number of hazards occurring in sequence. The linear combination algorithm is
informed by analysis of driving data, which also suggests that decision-making
algorithms need to consider a trade-off between road-rules and immediate
rewards to tackle some complex cases."
125,"Motivated by the stringent requirements of unstructured real-world where a
plethora of unknown objects reside in arbitrary locations of the surface, we
propose a voxel-based deep 3D Convolutional Neural Network (3D CNN) that
generates feasible 6-DoF grasp poses in unrestricted workspace with
reachability awareness. Unlike the majority of works that predict if a proposed
grasp pose within the restricted workspace will be successful solely based on
grasp pose stability, our approach further learns a reachability predictor that
evaluates if the grasp pose is reachable or not from robot's own experience. To
avoid the laborious real training data collection, we exploit the power of
simulation to train our networks on a large-scale synthetic dataset. This work
is an early attempt that simultaneously evaluates grasping reachability from
learned knowledge while proposing feasible grasp poses with 3D CNN.
Experimental results in both simulation and real-world demonstrate that our
approach outperforms several other methods and achieves 82.5% grasping success
rate on unknown objects."
126,"We formalize decision-making problems in robotics and automated control using
continuous MDPs and actions that take place over continuous time intervals. We
then approximate the continuous MDP using finer and finer discretizations.
Doing this results in a family of systems, each of which has an extremely large
action space, although only a few actions are ""interesting"". We can view the
decision maker as being unaware of which actions are ""interesting"". We can
model this using MDPUs, MDPs with unawareness, where the action space is much
smaller. As we show, MDPUs can be used as a general framework for learning
tasks in robotic problems. We prove results on the difficulty of learning a
near-optimal policy in an an MDPU for a continuous task. We apply these ideas
to the problem of having a humanoid robot learn on its own how to walk."
127,"In this article, we propose a backpropagation-free approach to robotic
control through the neuro-cognitive computational framework of neural
generative coding (NGC), designing an agent built completely from powerful
predictive coding/processing circuits that facilitate dynamic, online learning
from sparse rewards, embodying the principles of planning-as-inference.
Concretely, we craft an adaptive agent system, which we call active predictive
coding (ActPC), that balances an internally-generated epistemic signal (meant
to encourage intelligent exploration) with an internally-generated instrumental
signal (meant to encourage goal-seeking behavior) to ultimately learn how to
control various simulated robotic systems as well as a complex robotic arm
using a realistic robotics simulator, i.e., the Surreal Robotics Suite, for the
block lifting task and can pick-and-place problems. Notably, our experimental
results demonstrate that our proposed ActPC agent performs well in the face of
sparse (extrinsic) reward signals and is competitive with or outperforms
several powerful backprop-based RL approaches."
