id,text
73,"I am seeking some alternate solutions on how to turn a Postscript Type 1 or
TrueType font outline into polygons that can be subsequently scan converted
by a 3D scanline renderer. 

I have been studying the problem of font conversion for a few years but
have never had the need to implement such a system. Well, I now have the
opportunity to write some font rendering software so I would like to have
some of my questions answered before I jump into the deep end.

The main problem I face is how to use the even/odd or non-winding rules to
turn the outlines into a single outline polygon (my renderer can handle
complex polygons so there is no need to reduce the polygons to simple
polygons). For example, in the letter ""O"" there are two outlines:

	1) The outside outline which is clockwise (TrueType font)
	2) The inside outline which is counterclockwise.

One common solution used by a number of rendering packages is to simply 
connect the inner outline to the outer outline at the point where the
two outlines are closest. This is equivalent to descibing a ""polygon with
holes"". The renderer will then make the appropriate hole since the interior
polygon edges are in the opposite direction to the outside edges.

I do not want to use this simplistic system since:

	1) It will not handle all outline fonts properly (it is not a simple
		matter to connect the outer outline to the inner outline for
		some fancy fonts).
	2) It does not properly handle the even/odd or non-winding rules.

From my research over the years the proper solution is to use a trapezoid
decomposition algorithm to scan convert the outlines into trapezoids (as
is done by the Postscript and TrueType font rasterizers). These trapezoidal
polygons can then be easily and properly rendered by the 3D scanline renderer.

My question is: are there any better solutions to turning the outlines into
polgyons other than the trapezoid decomposer? I am not fond of this solution
since it creates excess number of polygons.

Another question, for those in the know: what is the best algorithm to create
bevelled and/or offset curves for font outlines? I have a dozen papers on these
subjects but I can't tell which method is the best to implement.

Thanks for any pointers.

--> Rob Lansdale"
74,"Excuse the sheer newbieness of this post, but I am looking for a decent
PaintProgram which will save to various file formats (.BMP  .PCX  etc etc)
via ftp, freeware, or shareware.  I would like to check out the available
programs for little $$ before I check out the commercial market.

Thanks in advance for any help or direction you can give me."
75,"a

What about positional uncertainties in S-L 1993e?   I assume we know where
and what Galileo is doing within a few meters.   But without the
HGA,  don't we have to have some pretty good ideas, of where to look
before imaging?  If the HGA was working,  they could slew around
in near real time (Less speed of light delay).  But when they were
imaging toutatis????  didn't someone have to get lucky on a guess to
find the first images?   

Also, I imagine S-L 1993e will be mostly a visual image.  so how will
that affect the other imaging missions.  with the LGA,  there is a real
tight allocation of bandwidth.   It may be premature to hope for answers,
but I thought i'd throw it on the floor."
76,"TRIAD, the first drag-free satellite, was designed and built by the 
Johns Hopkins Applied Physics Laboratory and launched 2 Sept 1972.  The 
satellite was in three sections separated by two booms.  The central section 
housed the DISCOS Disturbance Compensation System, which consisted of a proof 
mass of special non-magnetic alloy housed within a spherical cavity.  The 
proof mass flew a true gravitational orbit, free from drag and radiation 
pressure.  Teflon microthrusters kept the body of the satellite centered 
around the proof mass, thereby flying the entire satellite drag free.

     TRIAD was one of the APL-designed Navy Navigation Satellites.  The 
2nd-generation operational navigation satellites flying today (NOVA) use a 
single-axis version of DISCOS.  TRIAD was also the sixth APL satellite to be 
powered by an RTG (APL flew the first nuclear power supply in space, in 1961).

     Further info on TRIAD, DISCOS, etc. can be found in ""Spacecraft Design 
Innovations in the APL Space Department,"" Johns Hopkins APL Technical Digest, 
Vol. 13, No. 1 (1992)."
77,"It was a test of the first reusable tool.


Pointy so they can find them or so they will stick into their pants better, and
be closer to their brains?"
78,"Kudos to Mark for his generous offer, but there already exists a
large (email-based) forwarding system for sci.space posts:  Space Digest.
It mirrors sci.space exactly, and provides simple two-way communication.

	TO SUBSCRIBE:
	   Send the following message in the *body* (not subject) of an
	   email message:

		subscribe space John Q Public

	   to one of these addresses:

		listserv@uga
		listserv@uga.cc.uga.edu
		listserv@finhutc
		listserv@finhuc.hut.fi
		space-request@isu.isunet.edu

	   You'll receive all the posts in ""digest"" form once a day.  Please
	   use a listserv if you can, the ""space-request"" address is handled
	   manually.

	TO POST MESSAGES:
	   Send your message (with a reasonable Subject line) to:

		space@isu.isunet.edu

Questions, comments to space-request@isu.isunet.edu"
79,"{Description of ""External Tank"" option for SSF redesign deleted}


Yo Ken, let's keep on-top of things! Both the ""External Tank"" and
""Wingless Orbiter"" options have been deleted from the SSF redesign
options list. Today's (4/23) edition of the New York Times reports
that O'Connor told the panel that some redesign proposals have
been dropped, such as using the ""giant external fuel tanks used
in launching space shuttles,"" and building a ""station around
an existing space shuttle with its wings and tail removed.""

Currently, there are three options being considered, as presented
to the advisory panel meeting yesterday (and as reported in
today's Times).

Option ""A"" - Low Cost Modular Approach
This option is being studied by a team from MSFC. {As an aside,
there are SSF redesign teams at MSFC, JSC, and LaRC supporting
the SRT (Station Redesign Team) in Crystal City. Both LeRC and
Reston folks are also on-site at these locations, helping the respective
teams with their redesign activities.} Key features of this
option are:
  -  Uses ""Bus-1"", a modular bus developed by Lockheed that's
     qualified for STS and ELV's. The bus provides propulsion, GN&C
     Communications, & Data Management. Lockheed developed this
     for the Air Force.
  -  A ""Power Station Capability"" is obtained in 3 Shuttle Flights.
     SSF Solar arrays are used to provide 20 kW of power. The vehicle
     flies in an ""arrow mode"" to optimize the microgravity environment.
     Shuttle/Spacelab missions would utilize the vehilce as a power
     source for 30 day missions.
  -  Human tended capability (as opposed to the old SSF sexist term
     of man-tended capability) is achieved by the addition of the
     US Common module. This is a modified version of the existing
     SSF Lab module (docking ports are added for the International
     Partners' labs, taking the place of the nodes on SSF). The
     Shuttle can be docked to the station for 60 day missions.
     The Orbiter would provide crew habitability & EVA capability.
  -  International Human Tended. Add the NASDA & ESA modules, and
     add another 20 kW of power
  -  Permanent Human Presence Capability. Add a 3rd power module,
     the U.S. habitation module, and an ACRV (Assured Crew Return
     Vehicle).

Option ""B"" - Space Station Freedom Derived
The Option ""B"" team is based at LaRC, and is lead by Mike Griffin.
This option looks alot like the existing SSF design, which we
have all come to know and love :)

This option assumes a lightweight external tank is available for
use on all SSF assembly flights (so does option ""A""). Also, the 
number of flights is computed for a 51.6 inclination orbit,
for both options ""A"" and ""B"".

The build-up occurs in six phases:
  -  Initial Research Capability reached after 3 flights. Power
     is transferred from the vehicle to the Orbiter/Spacelab, when
     it visits.
  -  Man-Tended Capability (Griffin has not yet adopted non-sexist
     language) is achieved after 8 flights. The U.S. Lab is
     deployed, and 1 solar power module provides 20 kW of power.
  -  Permanent Human Presence Capability occurs after 10 flights, by
     keeping one Orbiter on-orbit to use as an ACRV (so sometimes
     there would be two Orbiters on-orbit - the ACRV, and the
     second one that comes up for Logistics & Re-supply).
  -  A ""Two Fault Tolerance Capability"" is achieved after 14 flights,
     with the addition of a 2nd power module, another thermal
     control system radiator, and more propulsion modules.
  -  After 20 flights, the Internationals are on-board. More power,
     the Habitation module, and an ACRV are added to finish the
     assembly in 24 flights.

Most of the systems currently on SSF are used as-is in this option, 
with the exception of the data management system, which has major
changes."
80,"Bill says ...


I presume the one you refer to is ""Space Sailing"" by Jerome L. Wright.  He 
worked on solar sails while at JPL and as CEO of General Astronautics.  I'll
furnish ordering info upon request.

The Friedman book is called ""Starsailing: Solar Sails and Interstellar Travel.""
It was available from the Planetary Society a few years ago, I don't know if
it still is."
81,"Okay here is what I have so far:

Have a group (any size, preferibly small, but?) send a human being to the moon,
set up a habitate and have the human(s) spend one earth year on the moon. Does
that mean no resupply or ?? 

Need to find atleast $1billion for prize money.

Contest open to different classes of participants.

New Mexico State has semi-challenged University of Alaska (any branch) to put a
team together and to do it..
Any other University/College/Institute of Higher Learning wish to make a
counter challenge or challenge another school? Say it here.

I like the idea of having atleast a russian team.


Some prefer using new technology, others old or ..

The basic idea of the New Moon Race is like the Solar Car Race acrossed
Australia.. Atleast in that basic vein of endevour..

Any other suggestions?"
82,"definitely a lemur.

Elvis couldn't spell,  just listen to any of his songs."
83,"...

How can you tell they're identical?

You got one of them ""Star Drek: The Next Syndication"" neutrino
scanners?"
84,"<stuff deleted>

You mean like: seconds, minutes, hours, days, months, years. . .  :-)

Remember,  the Fahrenheit temperature scale is also a centigrade scale.  Some
revisionists tell the history something like this:  The coldest point in a
particular Russian winter was marked on the thermometer as was the body
temperature of a volunteer (turns out he was sick, but you can't win 'em all).
Then the space in between the marks on the thermometer was then divided into
hundredths.
								:-)

FWIW,

Doug Page"
85,"Apologies if this gets posted twice, but I don't think the first one
made it.
--------------------------------------------------------------------
   FOR IMMEDIATE RELEASE           Contact:  OASIS (310) 364-2290

   15 April 1993                                Los Angeles, CA

     LOCAL NATIONAL SPACE SOCIETY CHAPTERS SPONSOR TALK BY L.A.
  ADVOCATE OF LUNAR POWER SYSTEM AS ENERGY SOURCE FOR THE WORLD

   On April 21, the OASIS and Ventura County chapters of the National 
Space Society will sponsor a talk by Lunar Power System (LPS) co-
inventor and vice-president of the LPS Coalition, Dr. Robert D.
Waldron.  It will be held at 7:30 p.m. at the Rockwell Science
Center in Thousand Oaks, CA.

   Dr. Waldron is currently a Technical Specialist in Space
Materials Processing with the Space Systems Division of Rockwell
International in Downey, California.  He is a recognized world
authority on lunar materials refinement.  He has written or
coauthored more than 15 articles or reports on nonterrestrial
materials processing or utilization.  Along with Dr. David
Criswell, Waldron invented the lunar/solar power system concept.

   Momentum is building for a coalition of entrepreneurs, legal
experts, and Soviet and U.S. scientists and engineers to build
the Lunar Power System, a pollution-free, energy source with a
potential to power the globe.

   For the past three years members of the coalition, nearly half
from California, have rejuvenated the commercial and scientific
concept of a solar power system based on the Moon.

   The LPS concept entails collecting solar energy on the lunar
surface and beaming the power to Earth as microwaves transmitted
through orbiting antennae.  A mature LPS offers an enormous
source of clean, sustainable power to meet the Earth's ever
increasing demand using proven, basic technology.

   OASIS (Organization for the Advancement of Space
Industrialization) is the Greater Los Angeles chapter of the
National Space Society, which is an international non-profit
organization that promotes development of the space frontier.
The Ventura County chapter is based in Oxnard, CA.

       WHERE:  Rockwell Science Center Auditorium, 1049 Camino
               Dos Rios, Thousand Oaks, CA."
86,"Just out of curiousity, how old is Worden?
--
_______________________________________________________________________________"
87,"AW&ST  had a brief blurb on a Manned Lunar Exploration confernce
May 7th  at Crystal City Virginia, under the auspices of AIAA.

Does anyone know more about this?  How much, to attend????

Anyone want to go?"
88,"Forwarded from:
PUBLIC INFORMATION OFFICE
JET PROPULSION LABORATORY
CALIFORNIA INSTITUTE OF TECHNOLOGY
NATIONAL AERONAUTICS AND SPACE ADMINISTRATION
PASADENA, CALIF. 91109. (818) 354-5011

Contact:  Mary A. Hardin

FOR IMMEDIATE RELEASE                              April 15, 1993
#1506

     Scientists at NASA's Jet Propulsion Laboratory report the
successful flight of a balloon carrying instruments designed to
measure and study chemicals in the Earth's ozone layer.

     The April 3 flight from California's Barstow/Daggett Airport
reached an altitude of 37 kilometers (121,000 feet) and took
measurements as part of a program established to correlate data
with the Upper Atmosphere Research Satellite (UARS).  

     The data from the balloon flight will also be compared to
readings from the Atmospheric Trace Molecular Spectroscopy
(ATMOS) experiment which is currently flying onboard the shuttle
Discovery.

     ""We launch these balloons several times a year as part of an
ongoing ozone research program.  In fact, JPL is actively
involved in the study of ozone and the atmosphere in three
important ways,"" said Dr. Jim Margitan, principal investigator on
the balloon research campaign.  

     ""There are two JPL instruments on the UARS satellite,"" he
continued.  ""The ATMOS experiment is conducted by JPL scientists,
and the JPL balloon research provides collaborative ground truth
for those activities, as well as data that is useful in its own
right.""

     The measurements taken by the balloon payload will add more
pieces to the complex puzzle of the atmosphere, specifically the
mid-latitude stratosphere during winter and spring. 
Understanding the chemistry occurring in this region helps
scientists construct more accurate computer models which are
instrumental in predicting future ozone conditions.

     The scientific balloon payload consisted of three JPL
instruments:  an ultraviolet ozone photometer which measures
ozone as the balloon ascends and descends through the atmosphere;
a submillimeterwave limb sounder which looks at microwave
radiation emitted by molecules in the atmosphere; and a Fourier
transform infrared interferometer which monitors how the
atmosphere absorbs sunlight. 

     Launch occurred at about noontime, and following a three-
hour ascent, the balloon floated eastward at approximately 130
kilometers per hour (70 knots).  Data was radioed to ground
stations and recorded onboard.  The flight ended at 10 p.m.
Pacific time in eastern New Mexico when the payload was commanded
to separate from the balloon.

     ""We needed to fly through sunset to make the infrared
measurements,"" Margitan explained, ""and we also needed to fly in
darkness to watch how quickly some of the molecules disappear.""

     It will be several weeks before scientists will have the
completed results of their experiments.  They will then forward
their data to the UARS central data facility at the Goddard Space
Flight Center in Greenbelt, Maryland for use by the UARS
scientists.    

     The balloon was launched by the National Scientific Balloon
Facility, normally based in Palestine, Tex., operating under a
contract from NASA's Wallops Flight Facility.  The balloon was
launched in California because of the west-to-east wind direction
and the desire to keep the operation in the southwest.

     The balloons are made of 20-micron (0.8 mil, or less than
one-thousandth of an inch) thick plastic, and are 790,000 cubic
meters (28 million cubic feet) in volume when fully inflated with
helium (120 meters (400 feet) in diameter).  The balloons weigh
between 1,300 and 1,800 kilograms (3,000 and 4,000 pounds).  The
scientific payload weighs about 1,300 kilograms (3,000) pounds
and is 1.8 meters (six feet) square by 4.6 meters (15 feet) high.

     The JPL balloon research is sponsored by NASA's Upper
Atmosphere Research Program and the UARS Correlative Measurements
Program."
89,"I was wondering if the FAQ files could be posted quarterly rather than monthly.  Every 28-30 days, I get this bloated feeling."
90,"The following are my thoughts on a meeting that I, Hugh Kelso, and Bob Lilly
had with an aide of Sen. Patty Murrays.  We were there to discuss SSTO, and
commercial space.  This is how it went...



After receiving a packet containing a presentation on the benifits of SSTO,
I called and tried to schedule a meeting with our local Senator (D) Patty
Murray, Washington State.  I started asking for an hour, and when I heard
the gasp on the end of the phone, I quickly backed off to 1/2 an hour.
Later in that conversation, I learned that a standard appointment is 15 minutes.

We got the standard bozo treatment.  That is, we were called back by an aide,
who scheduled a meeting with us, in order to determine that we were not
bozos, and to familiarize himself with the material, and to screen it, to 
make sure that it was appropriate to take the senators time with that material.

Well, I got allocated 1/2 hour with Sen. Murrays aide, and we ended up talking
to him for 45 minutes, with us ending the meeting, and him still listening.
We covered a lot of ground, and only a little tiny bit was DCX specific.  
Most of it was a single stage reusable vehicle primer.  There was another
woman there who took copius quantities of notes on EVERY topic that
we brought up.

But, with Murray being new, we wanted to entrench ourselves as non-corporate
aligned (I.E. not speaking for boeing) local citizens interentested in space.
So, we spent a lot of time covering the benifits of lower cost access to
LEO.  Solar power satellites are a big focus here, so we hit them as becoming 
feasible with lower cost access, and we hit the environmental stand on that.
We hit the tourism angle, and I left a copy of the patric Collins Tourism
paper, with side notes being that everyone who goes into space, and sees the
atmosphere becomes more of an environmentalist, esp. after SEEING the smog
over L.A.  We hit on the benifits of studying bone decalcification (which is 
more pronounced in space, and said that that had POTENTIAL to lead to 
understanding of, and MAYBE a cure for osteoporosis.  We hit the education 
whereby kids get enthused by space, but as they get older and find out that
they havent a hop in hell of actually getting there, they go on to other
fields, with low cost to orbit, the chances they might get there someday 
would provide greater incentive to hit the harder classes needed.

We hit a little of the get nasa out of the operational launch vehicle business
angle.  We hit the lower cost of satellite launches, gps navigation, personal
communicators, tellecommunications, new services, etc...  Jobs provided
in those sectors.

Jobs provided building the thing, balance of trade improvement, etc..
We mentioned that skypix would benifit from lower launch costs.

We left the paper on what technologies needed to be invested in in order
to make this even easier to do.  And he asked questions on this point.

We ended by telling her that we wanted her to be aware that efforts are
proceeding in this area, and that we want to make sure that the
results from these efforts are not lost (much like condor, or majellan),
and most importantly, we asked that she help fund further efforts along
the lines of lowering the cost to LEO.

In the middle we also gave a little speal about the Lunar Resource Data 
Purchase act, and the guy filed it separately, he was VERY interested in it.
He asked some questions about it, and seemed like he wanted to jump on it,
and contact some of the people involved with it, so something may actually
happen immediatly there.

The last two things we did were to make sure that they knew that we
knew a lot of people in the space arena here in town, and that they
could feel free to call us any time with questions, and if we didn't know
the answers, that we would see to it that they questions got to people who
really did know the answers.

Then finally, we asked for an appointment with the senator herself.  He
said that we would get on the list, and he also said that knowing her, this
would be something that she would be very interested in, although they
do have a time problem getting her scheduled, since she is only in the
state 1 week out of 6 these days.

All in all we felt like we did a pretty good job."
91,"If gamma ray bursters are extragalactic, would absorption from the
galaxy be expected?  How transparent is the galactic core to gamma
rays?

How much energy does a burster put out?  I know energy depends on
distance, which is unknown.  An answer of the form _X_ ergs per
megaparsec^2 is OK."
92,"Umm, perhaps you could explain what 'rights' we are talking about
here .."
93,"Actually, that is no longer true. In the last few years Congress has
ammended laws to provide whatever is needed. Note that both Spacehab
and Comet are funded this way.

The problems aren't legal nor technical. The problem is NASA's culture.

  Allen"
94,"Are breathable liquids possible?

I remember seeing an old Nova or The Nature of Things where this idea was
touched upon (it might have been some other TV show).  If nothing else, I know
such liquids ARE possible because...

They showed a large glass full of this liquid, and put a white mouse (rat?) in
it.  Since the liquid was not dense, the mouse would float, so it was held down
by tongs clutching its tail.  The thing struggled quite a bit, but it was
certainly held down long enough so that it was breathing the liquid.  It never
did slow down in its frantic attempts to swim to the top.

Now, this may not have been the most humane of demonstrations, but it certainly
shows breathable liquids can be made."
95,"I've seen a film of it, my memory may be faulty, but as I
remember it the vehicle was slightly over a meter long, with a
thick baseplate 30-40 cm in diameter. I think the narrative said
it was propelled by dynamite sticks. There were four detonations
within about 2 s, the second coming after about 2 m of flight in.
Max altitude seemed to be on the order of 50 m, but that is hard 
to judge."
96,"Joint Press release ESA/UN No 18-93
Paris, 19 April 1993

UN/ESA joint training course on satellite applications
to be held in Italy, 19-30 April

The United Nations and the European Space Agency (ESA)
are jointly organising a training course on the applications of
satellite data gathered by the European Remote Sensing
Satellite (ERS-1), to be held in Frascati, Italy, from 19 to 30
April. The training course will discuss the applications of
satellite data concerning natural resources, renewable energy
and the environment.

The training course, organised for the benefit of francophone
African experts, will be hosted by ESRIN, the European Space
Agency's establishment in Frascati, which is responsible for
coordination with the users of data from ESA's remote sensing
satellite. Twenty-four experts in the field of remote sensing,
selected from 19 francophone countries from northern, western
and central Africa, and three regional African centres, will
attend the two-week session. The course will focus on remote
sensing techniques and data applications, particularly ERS-1
data.

The ERS-1 satellite, developed by ESA and launched in 1991
with the European Ariane launcher, carries an advanced radar
instrument and is the first in a series of radar remote sensing
missions that will ensure availability of data beyond the year
2000. The aim of the training course is to increase the
potential of experts using the practical applications of radar
remote sensing systems to natural resources, renewable energy
and the environment, with particular emphasis on applications
to geology and mineral prospecting, oceanography and near-
coastal areas, agriculture, forestry and meteorology.

The education and practical training programme was
developed jointly by the United Nations and ESA. The
facilities and the technical support, as well as lecturers and
information documents for the training course, will be
provided by the Agency. Lecturers at the training course will
include high-level experts from other European and African
organisations active in remote sensing applications. Funds for
the training course are being provided by the United Nations



Trust Fund for New and Renewable Sources of Energy; the
primary contributor to that Fund is the Government of Italy."
97,"What  evidence  indicates that Gamma Ray bursters are very far away?

Their distribution is very isotropic and the intensity distribution,
crudely speaking, indicates we're seeing an edge to the distribution.

   Given the enormous  power,  i was just wondering,  what if they are
   quantum  black holes or something  like that  fairly close by?

   Why would they have to be at  galactic ranges?   

Now, in the good old days before GRO data, it was thought the
gamma bursters were neutron stars in the galaxy, it was expected that
GRO would confirm this by either showing they were a local population
(within a few hundred light years) or that they were in the galactic
halo. (Mechanism was not known but several plausible ones existed)
(also to be fair it was noted that the _brightest_ burster was
probably in the LMC, suggesting theorists might be wrong back then...)
	As the Sun is not at the center of the galaxy a halo
population should show anisotropy (a local disk population is
ruled out completely at this stage) - to avoid the anisotropy you
have to push the halo out, the energy then gets large, the mechanism
of getting NS out that far becomes questionable, and we should start
to see for example the Andromeda's bursters.
	The data is consistent with either a Oort cloud distribution
(but only just) - but no one can think of a plausible source with
the right spectrum. Or, it can be a cosmological distances (hence
isotropy) and the edge is ""the edge of the Universe"" ;-)
If at cosmological distances you need very high energy (to detect)
and a very compact source (for spectrum), ergo a neutron star
colliding with another neutron star or black hole. Even then getting
the spectrum is very hard, but conceivable.

	If we know anything about physics at that level,
the bursters are not due to quantum black holes or cosmic
strings, wrong spectrum for one thing.

The situation is further complicated by recent claims that
there are two classes of sources ;-)  [in the colliding NS
they'd actually probably fit relatively easily into the
NS-NS and NS-BH collision scenarios respectively]

   my own pet theory is that it's  Flying saucers  entering
   hyperspace :-)

   but the reason i am asking is that most everyone assumes  that they
   are  colliding nuetron stars  or  spinning black holes,  i just wondered
   if any mechanism could exist  and place them  closer in.

If you can think of one, remember to invite me to Stockholm..."
98,"There was a Science fiction movie sometime ago (I do not remember its 
name) about a planet in the same orbit of Earth but hidden behind the 
Sun so it could never be visible from Earth. Turns out that that planet 
was the exact mirror image of Earth and all its inhabitants looked like 
the Earthings with the difference that their organs was in the opposite 
side like the heart was in the right side instead in the left and they 
would shake hands with the left hand and so on...

 C.O.EGALON@LARC.NASA.GOV

C.O.Egalon@larc.nasa.gov"
99,"I posted this over in sci.astro, but it didn't make it here.
Thought you all would like my wonderful pithy commentary :-)

What? You guys have never seen the Goodyear blimp polluting
the daytime and nightime skies?

Actually an oribital sign would only be visible near
sunset and sunrise, I believe.  So pollution at night
would be minimal.

If it pays for space travel, go for it.  Those who don't
like spatial billboards can then head for the pristine
environment of Jupiter's moons :-)"
100,"No, you merely have to start working on yellowcake or else
devise a system to get it from other sources.  BTW: the DOE handles
reactor fuel, and merely leases it to reactors.  The NRC certifies these
reactors.  The military have their own sources.  A private citizen has
none of these official sources.


	That's freshman-level chemistry.  Big deal.  Can you make it
work?  That's PhD-level physics.  Big difference.


	So you admit that there's no law that could stop you?  Physics
aside, could you make one if you had the funds and time?  The answer
is yes.  So, do we lock you up now because of this?  Surely you can
see where the comparison with anti-gun laws comes into play here?


	Precisely why it's not as readily utilized as you seem to have
been lead to believe.  BTW: 98% U235 is far better for home-made bombs
than trying to use plutonium.  The laws of physics make the creation of
a device without serious manufacturing facilities very low in probability."
101,"I think the point is being missed - that it is apparantly acceptable for
Big Government (Big Brother?) to use TANKS to control the people, as
long as they don't use the BIG GUN (but everything else is allright...).

Tanks deployed against civilians, let alone FIRING on them with crew
served weaponry (a .50 Heavy Machine Gun is crew-served) is something
both our press and government howl about instantly when done in some
other country.  Against civilians that have, at most, one-shot-at-a-time
LIGHT small arms.  Certainly nothing that places the people in or behind
the tank in any real danger.  Molotov coctails?  A round from a rifle
or pistol deals with anybody approaching with one of those.  And ""snipers""
too often turn out to be strays from other cops/guard/army gunfire.

I don't know about the other people in this group (or on the net) but
the idea of tanks being used to control civilians, in anything that
pretends to be a free society is outrageous.  When Big Government feels
it is necessary to use that kind of force to stomp out protests (even
violent) of the citizens, that suggests that the government is totally
out of control, since that is effectively the government declaring war
on its own people.  If the government was living up to its responsibility,
government of the people BY THE PEOPLE, not the 'lords' and other elites
who want to keep their good thing going, the citizens wouldn't feel the
need to be resorting to acts that need to be squashed with a military
boot.  People do things like that because they have become convinced
that it is the only option that remains, other attempts to have grievances
redressed have been ignored.  And yes, there is a criminal element that
will exploit this, but the fact remains that the government has been
unresponsive or such acts wouldn't be apt to happen.  Still not an excuse
to open up on civilians with tanks, heavy machine guns, or whatever.
Its the old 'might makes right' philosophy that is the hallmark of a
government going rogue:  They don't like it? Tough. We will simply
squash them under an iron boot.  Actually addressing their grievances
in other than token fashion with huge volumes of hot air is just too
inconvenient...  Sort of a variation on mushroom management:  Keep them
in the dark, Smother them with shit, and Crush them when ready...

And these are the folks that many liberals are trying to arrange things
so that they will have a MONOPOLY on coercive force (firearms that are
than expensive toys...) by gutting the Bill of Rights (cuz it just isn't
PROGRESSIVE or doesn't fit in with MODERN THINKING anymore)...

Unbelievable.

And I do believe amid the smoke, confusion, etc of a real riot situation,
that it would be POSSIBLE for a tank to get away with firing the main gun
into a building at close range?  One would hear an explosion among many
explosions.  It is loud, but it is not going to stand out like a 1000
pound bomb or a tactical nuke.  There would be a hole blown in the wall,
and some rubble, but with tanks knocking over walls, and other sources
of buildings turning into rubble, and other covering racket such as
gunfire, including 50's tacking away, it would not stand out that much,
and could be explained by ""musta been a gas leak... "".  I think it could be
done and not be reported under such conditions - it is POSSIBLE.  It is
not like a tank driving down a quiet street on a Sunday afternoon, turning
and firing, you know.  THAT would stand out, and be pretty impossible
to cover up."
102,"jrm@gnv.ifas.ufl.edu:

   Firearms tend to fall into this low dollar/pound area.  It would not
   be economic to smuggle them in.  All production would have to be
   local.  There are not all that many people who have both the skill
   AND motivation to assemble worthwhile firearms from scratch.
   High-ranking crime figures could obtain imported Uzis and such, but
   the average person, and average thug, would be lucky to get a zip-gun
   - and would pay through the nose for it.

Good point you make.  However, a zip gun, by definition, is a crude,
homemade gun--certainly not something capable of sustained, accurate
fire, but it would be useful as a means of getting a normal gun.  Recall
the tiny, single-shot pistols made by the Allies during World War II for
use by partisans.  They were essentially well-made zipguns, incapable of
effective fire beyond a few feet.  But they were useful as a means of
killing German soldiers for their guns.

Also note that the crowd-pleasin' favorite, the Sten gun, was
specifically designed to require as little machine work as possible.
The point's been made here that one could make a Sten clone with steel
tubing, hand tools and a welder.

I still think that while the point is good, I think there's a difference
between marijuana and firearms, in that quality marijuana can be grown
locally; there's no need to import the stuff.  If guns are banned, I
think the demand for ""real"" guns will be sufficient to make smuggling
economically feasible, thus rendering a ban moot.  In any case, the
result would be the same--people who aren't criminals won't have
firearms, and ""bad guys"" will continue to have access to them, one way
or another.  And I don't see that as a necessary situation."
103,"[...lostsa' crap deleted. trim your articles!...]


last i heard, ""non-lethal"" was a bit of a misnomer for these things.

jason"
104,"""Put not your trust in princes"" is the Biblical proverb.  The modern
analog is governments.  At the time of the founding of the US, the
idea that citizens had rights above those of the government was not
that common, but was explicit in the writings of the founders.  To a
considerable extent, Englishmen also had those rights.

Yes, times change, and technology changes.  The possibility of 
a few governments enserfing all of mankind was not possible until
quite recently.  In the feudal system, the lord was almost as
restricted as the serfs, so having the people enserf themselves
does not make anything better; most feudal lords, and even most
slaveowners, did not mistreat those under them.

Freedom of speech and freedom of religion are under real attack NOW."
105,"[Warning: Flammage to follow...]

Ah, that British sense of humor.  Probably got a real gut-buster going
when the IRA blew that kid up a couple of weeks ago, huh?  Of course,
in Britain, your government has ordered you defenseless, so your way
of coping with violent criminals is to laugh at victims.


I don't know about a .45.  My own preference is for 9mm.


Ah, Canada.  Where the criminals don't bother with checking to see
if the victims are home.  They just break on in.  America's a little
different, you see.  Criminals worry a bit more about getting shot,
so they more frequently check to see if anyone's home.


I've heard Gun World in Phoenix, Arizona, is fantastic!  I'm hoping
to visit there myself soon.


Ah, Britain again.  Isn't that the place where you're guilty until
proven innocent?  Tell me, Mr. ""jaj@vax.oxford.ac.uk"" didn't Britain
come begging to us ""gun nut morons"" in the early 1940s for guns to
defend yourselves against Hitler?  Seems as though your supposedly 
enlightened government had disarmed you: ""Aw chaps, you can jolly
give up your guns.  If that Hitler man starts to threaten, we can 
always hit up the Yanks for a few guns.  They've got a bloody
eccentric habit about those guns, you know.  Just hand in your
shotgun, that's it.  Thank you."" 


Ain't it just amazing how those black markets work?  Damn if those
drugs from south america keep coming over our borders, too, even
though we've banned them.  Guess we might as well legalize them.  
Makes you want to send fifty bucks to the Libertarian Party just
thinking about it, doesn't it? 

Your close-minded ignorance is without parallel.  I guess that's what
happens when you're raised as a ""subject"" without rights.  Your
type gravitates to those who desire to hold power over you.


Just chuckle as the cops beat you senseless to get a confession.
Just laugh yourself silly when you find that confession is valid
in court.  ""Hey mate, this is justice, British style."" 

Drew"
106,"A suggestion: cameras panning over planted automatic weapons, followed by
a show trial and medals all around for the valiant forces of Lawn Order?
--"
107,"I called the Texas bill tracking people (800/253-9693) again today 
regarding HB 1776 -- Concealed Carry.  Well, it was supposed to come
up for a vote this past Wednesday, but the bill got sent back to
the Public Safety Committee.  The PSC gave it a favorable rating
AGAIN, and the bill must now be scheduled for debate by
the Calendars Committee AGAIN.
             Daryl Biberdorf  N5GJM    d-biberdorf@tamu.edu
               + Sola Gratia + Sola Fide + Sola Scriptura"
108,"The existence of the weapon in and of itself (and this is also
true for biologics and chemical weapons, but for slightly different
reasons) poses a threat to living critters.  Can you say ""neutron
and other radiation flux due to radioactive decay"", boys and girls?"
